category,scientific_name,conservation_status,common_names
Vascular Plant,Viola sheltonii,Least Concern,Shelton's Violet
Vascular Plant,Viola purpurea ssp. venosa,Least Concern,"Goosefoot Yellow Violet, Goosefoot Violet"
Vascular Plant,Viola purpurea ssp. quercetorum,Least Concern,Goosefoot Violet
Vascular Plant,Viola purpurea ssp. purpurea,Least Concern,Goosefoot Violet
Vascular Plant,Viola purpurea ssp. integrifolia,Least Concern,Goosefoot Violet
Vascular Plant,Viola pinetorum ssp. pinetorum,Least Concern,Goosefoot Yellow Violet
Vascular Plant,Sidalcea glaucescens,Least Concern,"Waxy Checkerbloom, Waxy Checkermallow"
Vascular Plant,Viola macloskeyi,Least Concern,"Macloskey's Violet, Small White Violet"
Vascular Plant,Viola lobata ssp. integrifolia,Least Concern,Pine Violet
Vascular Plant,Viola glabella,Least Concern,Pioneer Violet
Vascular Plant,Viola bakeri,Least Concern,Baker's Violet
Vascular Plant,Salix reticulata ssp. nivalis,Least Concern,Snow Willow
Vascular Plant,Salix prolixa,Least Concern,Mackenzie's Willow
Vascular Plant,Salix planifolia ssp. planifolia,Least Concern,"Tealeaf Willow, Diamondleaf Willow"
Vascular Plant,Salix orestera,Least Concern,Sierra Willow
Vascular Plant,Salix lutea,Least Concern,Yellow Willow
Vascular Plant,Viola lobata ssp. lobata,Least Concern,Pine Violet
Vascular Plant,Sidalcea malviflora ssp. asprella,Least Concern,Dwarf Checkerbloom
Vascular Plant,Sidalcea reptans,Least Concern,Sierra Checkerbloom
Vascular Plant,Lythrum hyssopifolia,Least Concern,Hyssop Loosestrife
Vascular Plant,Epilobium canum ssp. latifolium,Least Concern,Hummingbird Trumpet
Vascular Plant,Epilobium angustifolium ssp. circumvagum,Least Concern,Fireweed
Vascular Plant,Clarkia williamsonii,Least Concern,Fort Miller Clarkia
Vascular Plant,Clarkia unguiculata,Least Concern,Elegant Clarkia
Vascular Plant,Clarkia rhomboidea,Least Concern,"Diamond Clarkia, Broadleaf Clarkia, Diamond Fairyfan"
Vascular Plant,Clarkia purpurea ssp. viminea,Least Concern,Winecup Clarkia
Vascular Plant,Clarkia purpurea ssp. quadrivulnera,Least Concern,"Winecup Clarkia, Winecup Fairyfan"
Vascular Plant,Clarkia modesta,Least Concern,Waltham Creek Clarkia
Vascular Plant,Clarkia heterandra,Least Concern,Mountain Clarkia
Vascular Plant,Clarkia gracilis ssp. albicaulis,Least Concern,Whitestem Clarkia
Vascular Plant,Clarkia dudleyana,Least Concern,Dudley's Clarkia
Vascular Plant,Clarkia biloba ssp. biloba,Least Concern,Twolobe Clarkia
Vascular Plant,Clarkia australis,Least Concern,Small's Southern Clarkia
Vascular Plant,Circaea alpina ssp. pacifica,Least Concern,"Small Enchanter's Nightshade, Small Enchanter Nightshade"
Vascular Plant,Camissonia sierrae ssp. sierrae,Least Concern,Sierra Suncup
Vascular Plant,Camissonia luciae,Least Concern,Santa Lucia Suncup
Vascular Plant,Camissonia lacustris,Least Concern,Grassland Suncup
Vascular Plant,Camissonia contorta,Least Concern,"Contorted Suncup, Plains Evening Primrose, Plains Evening-Primrose, Plains Eveningprimrose"
Vascular Plant,Carex aquatilis var. aquatilis,Least Concern,"Leafy Tussock Sedge, Water Sedge"
Vascular Plant,Mimulus bicolor,Least Concern,Yellow And White Monkeyflower
Vascular Plant,Pedicularis semibarbata,Least Concern,"Pinewoods Lousewort, Bearded Lousewort"
Vascular Plant,Lupinus bicolor,Least Concern,"Bicolor Lupine, Miniature Lupine"
Vascular Plant,Lupinus benthamii,Least Concern,Spider Lupine
Vascular Plant,Lupinus argenteus var. meionanthus,Least Concern,Lake Tahoe Lupine
Vascular Plant,Lupinus arbustus,Least Concern,"Spurred Lupine, Longspur Lupine"
Vascular Plant,Lupinus andersonii,Least Concern,Anderson's Lupine
Vascular Plant,Lupinus albifrons var. albifrons,Least Concern,Silver Lupine
Vascular Plant,Lupinus albicaulis,Least Concern,Sicklekeel Lupine
Vascular Plant,Lupinus adsurgens,Least Concern,Drew's Silky Lupine
Vascular Plant,Lupinus breweri var. breweri,Least Concern,Brewer's Lupine
Vascular Plant,Lotus wrangelianus,Least Concern,Chilean Bird's-Foot Trefoil
Vascular Plant,Lotus scoparius var. scoparius,Least Concern,Common Deerweed
Vascular Plant,Lotus oblongifolius var. oblongifolius,Least Concern,"Streambank Bird's-Foot Trefoil, Streambank Trefoil"
Vascular Plant,Lotus nevadensis var. nevadensis,Least Concern,"Nevada Trefoil, Nevada Bird's-Foot Trefoil"
Vascular Plant,Lotus micranthus,Least Concern,Desert Deervetch
Vascular Plant,Lotus humistratus,Least Concern,"Foothill Deervetch, Maresfat"
Vascular Plant,Lotus crassifolius var. crassifolius,Least Concern,Big Deervetch
Vascular Plant,Lotus argophyllus var. fremontii,Least Concern,Fremont's Birdsfoot Trefoil
Vascular Plant,Lathyrus sulphureus,Least Concern,"Snub Pea, Sulfur Pea"
Vascular Plant,Lotus strigosus,Least Concern,"Strigose Bird's-Foot-Trefoil, Strigose Bird's-Foot Trefoil, Bishop's Lotus"
Vascular Plant,Lupinus breweri var. bryoides,Least Concern,Matted Lupine
Vascular Plant,Lupinus covillei,Least Concern,Shaggy Lupine
Vascular Plant,Trifolium obtusiflorum,Least Concern,Clammy Clover
Vascular Plant,Trifolium microcephalum,Least Concern,"Littlehead Clover, Smallhead Clover, Small-Head Clover"
Vascular Plant,Trifolium gracilentum var. gracilentum,Least Concern,Pinpoint Clover
Vascular Plant,Trifolium cyathiferum,Least Concern,Cup Clover
Vascular Plant,Trifolium ciliolatum,Least Concern,Foothill Clover
Vascular Plant,Trifolium breweri,Least Concern,Forest Clover
Vascular Plant,Melilotus indica,Least Concern,Sourclover
Vascular Plant,Melilotus alba,Least Concern,White Sweetclover
Vascular Plant,Lupinus breweri var. grandiflorus,Least Concern,Matted Lupine
Vascular Plant,Medicago polymorpha,Least Concern,"California Burclover, Bur Clover, Burclover, Bur Medick, Toothed Medick"
Vascular Plant,Lupinus rivularis,Least Concern,Riverbank Lupine
Vascular Plant,Lupinus pratensis var. pratensis,Least Concern,Inyo Meadow Lupine
Vascular Plant,Lupinus nanus,Least Concern,"Sky Lupine, Annual Lupine"
Vascular Plant,Lupinus latifolius,Least Concern,"Broadleaf Lupine, Broad-Leaf Lupine"
Vascular Plant,Lupinus grayi,Least Concern,"Sierra Lupine, Gray's Lupine"
Vascular Plant,Lupinus gracilentus,Least Concern,Green Slender Lupine
Vascular Plant,Lupinus fulcratus,Least Concern,Greenstipule Lupine
Vascular Plant,Lupinus formosus var. formosus,Least Concern,Summer Lupine
Vascular Plant,Lupinus stiversii,Least Concern,Harlequin Annual Lupine
Vascular Plant,Lathyrus lanszwertii var. lanszwertii,Least Concern,"Lanszwert's Pea, Lanszwert's Peavine"
Vascular Plant,Lathyrus lanszwertii var. aridus,Least Concern,Nevada Pea
Vascular Plant,Lathyrus jepsonii var. californicus,Least Concern,California Pea
Vascular Plant,Navarretia viscidula,Least Concern,Sticky Pincushionplant
Vascular Plant,Navarretia intertexta ssp. intertexta,Least Concern,Needleleaf Navarretia
Vascular Plant,Navarretia divaricata ssp. vividior,Least Concern,Divaricate Navarretia
Vascular Plant,Navarretia divaricata ssp. divaricata,Least Concern,Divaricate Navarretia
Vascular Plant,Linanthus nuttallii ssp. pubescens,Least Concern,"Nuttall's Deserttrumpets, Nuttall's Linanthus"
Vascular Plant,Linanthus montanus,Least Concern,Mustang Clover
Vascular Plant,Linanthus harknessii,Least Concern,"Threeseed Linanthus, Harkness' Flaxflower"
Vascular Plant,Linanthus filipes,Least Concern,Thread Linanthus
Vascular Plant,Phlox caespitosa,Least Concern,"Douglas Phlox, Tufted Phlox"
Vascular Plant,Linanthus dichotomus,Least Concern,"Eveningsnow, Evening Snow"
Vascular Plant,Linanthus bicolor,Least Concern,True Babystars
Vascular Plant,Leptodactylon pungens,Least Concern,"Granite Gilia, Granite Prickly Gilia, Common Prickly Gilia, Granite Prickly Phlox"
Vascular Plant,Ipomopsis aggregata ssp. formosissima,Least Concern,"Skyrocket Gilia, Scarlet Gilia, Scarlet Skyrocket"
Vascular Plant,Ipomopsis aggregata ssp. bridgesii,Least Concern,Scarlet Gilia
Vascular Plant,Ipomopsis aggregata,Least Concern,"Scarlet Gilia, Skyrocket Gilia"
Vascular Plant,Gilia tricolor ssp. tricolor,Least Concern,Bird's-Eye Gilia
Vascular Plant,Gilia leptalea ssp. leptalea,Least Concern,Bridges' Gilia
Vascular Plant,Gilia leptalea ssp. bicolor,Least Concern,Bridges' Gilia
Vascular Plant,Linanthus ciliatus,Least Concern,"Whiskerbrush, Bristlyleaf Linanthus"
Vascular Plant,Phlox condensata,Least Concern,Dwarf Phlox
Vascular Plant,Phlox diffusa,Least Concern,Spreading Phlox
Vascular Plant,Phlox gracilis,Least Concern,Slender Phlox
Vascular Plant,Hoita macrostachya,Least Concern,Large Leather-Root
Vascular Plant,Cercis occidentalis,Least Concern,California Redbud
Vascular Plant,Astragalus whitneyi var. whitneyi,Least Concern,"Balloonpod Milkvetch, Whitney's Milkvetch"
Vascular Plant,Astragalus purshii var. lectulus,Least Concern,"Woollypod Milkvetch, Sierran Milkvetch"
Vascular Plant,Astragalus lentiginosus var. ineptus,Least Concern,"Freckled Milkvetch, Homely Milkvetch"
Vascular Plant,Astragalus kentrophyta var. danaus,Least Concern,Spiny Milkvetch
Vascular Plant,Astragalus congdonii,Least Concern,Congdon's Milkvetch
Vascular Plant,Astragalus bolanderi,Least Concern,Bolander's Milkvetch
Vascular Plant,Trientalis latifolia,Least Concern,"Broadleaf Starflower, Western Starflower"
Vascular Plant,Primula suffrutescens,Least Concern,Sierra Primrose
Vascular Plant,Dodecatheon subalpinum,Least Concern,Sierra Shootingstar
Vascular Plant,Dodecatheon jeffreyi,Least Concern,Sierrra Shootingstar
Vascular Plant,Dodecatheon hendersonii,Least Concern,Mosquito Bills
Vascular Plant,Dodecatheon alpinum,Least Concern,Alpine Shootingstar
Vascular Plant,Androsace septentrionalis ssp. subumbellata,Least Concern,Pygmyflower Rockjasmine
Vascular Plant,Polemonium eximium,Least Concern,Skypilot
Vascular Plant,Polemonium californicum,Least Concern,Moving Polemonium
Vascular Plant,Phlox speciosa ssp. occidentalis,Least Concern,Showy Phlox
Vascular Plant,Trifolium oliganthum,Least Concern,Fewflower Clover
Vascular Plant,Trifolium variegatum,Least Concern,"Whitetip Clover, White-Tip Clover"
Vascular Plant,Trifolium willdenovii,Least Concern,Tomcat Clover
Vascular Plant,Trifolium wormskioldii,Least Concern,"Sierra Clover, Cows Clover, Cow Clover"
Vascular Plant,Fraxinus latifolia,Least Concern,Oregon Ash
Vascular Plant,Fraxinus dipetala,Least Concern,"Two-Petal Ash, California Ash"
Vascular Plant,Utricularia intermedia,Least Concern,"Flat-Leaf Bladderwort, Mountain Bladderwort, Flatleaf Bladderwort"
Vascular Plant,Utricularia gibba,Least Concern,"Humped Bladderwort, Conespur Bladderpod"
Vascular Plant,Trichostema oblongum,Least Concern,Oblong Bluecurls
Vascular Plant,Trichostema lanceolatum,Least Concern,Vinegarweed
Vascular Plant,Castilleja applegatei,Least Concern,"Wavyleaf Indian Paintbrush, Pine Indian Paintbrush, Wavyleaf Paintbrush"
Vascular Plant,Stachys albens,Least Concern,"Whitestem Hedgenettle, White Hedgenettle"
Vascular Plant,Scutellaria siphocampyloides,Least Concern,Grayleaf Skullcap
Vascular Plant,Scutellaria bolanderi ssp. bolanderi,Least Concern,Sierra Skullcap
Vascular Plant,Satureja douglasii,Least Concern,Yerba Buena
Vascular Plant,Salvia columbariae,Least Concern,Chia
Vascular Plant,Pycnanthemum californicum,Least Concern,Sierra Mint
Vascular Plant,Monardella sheltonii,Least Concern,Shelton's Monardella
Vascular Plant,Monardella odoratissima ssp. pallida,Least Concern,"Alpine Mountainbalm, Mountain Monardella"
Vascular Plant,Monardella lanceolata,Least Concern,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm"
Vascular Plant,Scutellaria tuberosa,Least Concern,Danny's Skullcap
Vascular Plant,Castilleja applegatei ssp. disticha,Least Concern,Wavyleaf Indian Paintbrush
Vascular Plant,Castilleja applegatei ssp. pallida,Least Concern,Wavyleaf Indian Paintbrush
Vascular Plant,Castilleja applegatei ssp. pinetorum,Least Concern,Wavyleaf Indian Paintbrush
Vascular Plant,Pedicularis attollens,Least Concern,Little Elephantshead
Vascular Plant,Orthocarpus cuspidatus ssp. cryptanthus,Least Concern,"Cryptantha Owlclover, Cryptantha Owl's-Clover"
Vascular Plant,Orobanche californica ssp. grayana,Least Concern,Gray's Broomrape
Vascular Plant,Cordylanthus tenuis ssp. tenuis,Least Concern,"Slender Bird'sbeak, Slender Bird's Beak"
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Least Concern,Stiffbranch Bird's Beak
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Least Concern,Stiffbranch Bird's Beak
Vascular Plant,Castilleja tenuis,Least Concern,"Hairy Indian Paintbrush, Slender Paintbrush"
Vascular Plant,Castilleja pilosa,Least Concern,"Parrothead Indian Paintbrush, Hairy Paintbrush"
Vascular Plant,Castilleja parviflora,Least Concern,Mountain Indian Paintbrush
Vascular Plant,Castilleja nana,Least Concern,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush"
Vascular Plant,Castilleja minor ssp. spiralis,Least Concern,"Annual Indian Paintbrush, Lesser Indian Paintbrush"
Vascular Plant,Castilleja miniata ssp. miniata,Least Concern,Giant Red Indian Paintbrush
Vascular Plant,Castilleja lemmonii,Least Concern,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush"
Vascular Plant,Castilleja lacera,Least Concern,Cutleaf Indian Paintbrush
Vascular Plant,Castilleja foliolosa,Least Concern,Texas Indian Paintbrush
Vascular Plant,Castilleja exserta ssp. exserta,Least Concern,"Exserted Indian Paintbrush, Owl Clover"
Vascular Plant,Castilleja densiflora ssp. densiflora,Least Concern,Denseflower Indian Paintbrush
Vascular Plant,Castilleja attenuata,Least Concern,"Attenuate Indian Paintbrush, Indian Paintbrush"
Vascular Plant,Monardella glauca,Least Concern,"Pale Monardella, Gray Monardella, Blue Monardella"
Vascular Plant,Mimulus angustatus,Least Concern,Purplelip Pansy Monkeyflower
Vascular Plant,Lepechinia calycina,Least Concern,Woodbalm
Vascular Plant,Asclepias fascicularis,Least Concern,"Narrow-Leaved Milkweed, Narrowleaf Milkweed, Mexican Whorled Milkweed"
Vascular Plant,Asclepias cordifolia,Least Concern,"Heartleaf Milkweed, Purple Milkweed"
Vascular Plant,Asclepias californica,Least Concern,"Round-Hood Milkweed, California Milkweed, Woolly Milkweed"
Vascular Plant,Garrya fremontii,Least Concern,Bearbrush
Vascular Plant,Myrica hartwegii,Least Concern,"Sierra Bayberry, Sierra Sweet-Bay"
Vascular Plant,Quercus wislizeni var. wislizeni,Least Concern,Interior Live Oak
Vascular Plant,Quercus lobata,Least Concern,"California White Oak, Valley Oak"
Vascular Plant,Centaurium venustum,Least Concern,Charming Centaury
Vascular Plant,Quercus kelloggii,Least Concern,California Black Oak
Vascular Plant,Quercus douglasii,Least Concern,Blue Oak
Vascular Plant,Quercus chrysolepis,Least Concern,Canyon Live Oak
Vascular Plant,Lithocarpus densiflorus var. echinoides,Least Concern,Tanoak
Vascular Plant,Chrysolepis sempervirens,Least Concern,"Bush Chinquapin, Sierra Chinkapin"
Vascular Plant,Corylus cornuta var. californica,Least Concern,"California Hazelnut, California Hazel"
Vascular Plant,Alnus rhombifolia,Least Concern,"Rhombie Leaf Alder, White Alder"
Vascular Plant,Alnus incana ssp. tenuifolia,Least Concern,"Speckled Alder, Thinleaf Alder, Mountain Alder"
Vascular Plant,Vicia benghalensis,Least Concern,"Reddish Tufted Vetch, Purple Vetch"
Vascular Plant,Quercus garryana var. breweri,Least Concern,Oregon White Oak
Vascular Plant,Gentiana calycosa,Least Concern,"Rainier Pleated Gentian, Mountain Bog Gentian"
Vascular Plant,Gentiana newberryi var. tiogana,Least Concern,Tioga Gentian
Vascular Plant,Gentianella amarella ssp. acuta,Least Concern,"Autumn Dwarf Gentian, Autumn Dwarf-Gentian, Autumn Dwarfgentian"
Vascular Plant,Isoetes nuttallii,Least Concern,Nuttall's Quillwort
Vascular Plant,Isoetes howellii,Least Concern,Howell's Quillwort
Vascular Plant,Geranium robertianum,Least Concern,Robert's Geranium
Vascular Plant,Geranium dissectum,Least Concern,Cutleaf Geranium
Vascular Plant,Geranium californicum,Least Concern,California Cranesbill
Vascular Plant,Erodium brachycarpum,Least Concern,Shortfruit Stork's Bill
Vascular Plant,Erodium botrys,Least Concern,Longbeak Stork's Bill
Vascular Plant,Galium sparsiflorum ssp. sparsiflorum,Least Concern,Sequoia Bedstraw
Vascular Plant,Galium sparsiflorum,Least Concern,Sequoia Bedstraw
Vascular Plant,Galium porrigens var. tenue,Least Concern,Graceful Bedstraw
Vascular Plant,Galium parisiense,Least Concern,Wall Bedstraw
Vascular Plant,Galium multiflorum,Least Concern,"Manyflower Bedstraw, Shrubby Bedstraw"
Vascular Plant,Galium hypotrichium ssp. hypotrichium,Least Concern,Alpine Bedstraw
Vascular Plant,Galium bolanderi,Least Concern,Bolander's Bedstraw
Vascular Plant,Gentianopsis holopetala,Least Concern,"Sierra Gentian, Sierra Fringed Gentian"
Vascular Plant,Gentianella tenella ssp. tenella,Least Concern,"Dane's Dwarf Gentian, Dane's Dwarfgentian"
Vascular Plant,Carex bolanderi,Least Concern,"Bolander Sedge, Bolander's Sedge, Wood Sedge"
Vascular Plant,Carex brainerdii,Least Concern,Brainerd's Sedge
Vascular Plant,Carex congdonii,Least Concern,Congdon's Sedge
Vascular Plant,Ceanothus leucodermis,Least Concern,Chaparral Whitethorn
Vascular Plant,Ceanothus integerrimus,Least Concern,"Deerbrush Ceanothus, Deerbrush"
Vascular Plant,Ceanothus fresnensis,Least Concern,Fresno Mat
Vascular Plant,Ceanothus diversifolius,Least Concern,Pinemat
Vascular Plant,Ceanothus cuneatus var. cuneatus,Least Concern,Buckbrush
Vascular Plant,Ceanothus cordulatus,Least Concern,Whitethorn Ceanothus
Vascular Plant,Thalictrum sparsiflorum,Least Concern,"Fewflower Meadow-Rue, Fewflower Meadowrue"
Vascular Plant,Thalictrum fendleri var. polycarpum,Least Concern,"Manyfruit Meadowrue, Fendler's Meadow-Rue"
Vascular Plant,Ceanothus parvifolius,Least Concern,Littleleaf Ceanothus
Vascular Plant,Thalictrum fendleri var. fendleri,Least Concern,"Fendler's Meadowrue, Fendler's Meadow-Rue"
Vascular Plant,Ranunculus orthorhynchus var. orthorhynchus,Least Concern,Straightbeak Buttercup
Vascular Plant,Ranunculus occidentalis,Least Concern,Western Buttercup
Vascular Plant,Ranunculus muricatus,Least Concern,Spinyfruit Buttercup
Vascular Plant,Ranunculus hebecarpus,Least Concern,"Downy-Fruit Buttercup, Delicate Buttercup"
Vascular Plant,Ranunculus flammula,Least Concern,"Spearwort Buttercup, Greater Creeping Spearwort"
Vascular Plant,Ranunculus eschscholtzii var. oxynotus,Least Concern,Eschscholtz's Buttercup
Vascular Plant,Ranunculus cymbalaria var. saximontanus,Least Concern,Rocky Mountain Buttercup
Vascular Plant,Ranunculus californicus,Least Concern,California Buttercup
Vascular Plant,Thalictrum fendleri,Least Concern,"Fendler's Meadowrue, Fendler's Meadow-Rue"
Vascular Plant,Ranunculus alismifolius var. alismifolius,Least Concern,Plantainleaf Buttercup
Vascular Plant,Rhamnus ilicifolia,Least Concern,Hollyleaf Redberry
Vascular Plant,Adenostoma fasciculatum,Least Concern,Chamise
Vascular Plant,Potentilla drummondii ssp. breweri,Least Concern,"Drummond's Cinquefoil, Brewer's Cinquefoil"
Vascular Plant,Physocarpus capitatus,Least Concern,Pacific Ninebark
